
          -64      0.86180      0.02270      0.73702
          -56      0.88988     -0.01250      0.73739
          -48      0.91699      0.01115      0.73776
          -40      0.93224     -0.00746      0.73813
          -32      0.96212     -0.01728      0.73851
          -24      0.97677     -0.01009      0.73888
          -16      1.01186     -0.00283      0.73925
           -8      0.99648     -0.00102      0.73963
            0      0.99904     -0.00990      0.74000
            8      0.99967     -0.01353      0.73963
           16      0.99594      0.01933      0.73925
           24      0.98748      0.00245      0.73888
           32      0.95059      0.00689      0.73851
           40      0.94733     -0.01458      0.73813
           48      0.92054     -0.00834      0.73776
           56      0.88682     -0.00887      0.73739
           64      0.88335      0.01305      0.73702
           72      0.85612     -0.00567      0.73665
           80      0.85117      0.01768      0.73627
           88      0.82273     -0.00980      0.73590
           96      0.78821      0.00359      0.73553
          104      0.78612      0.00851      0.73516
          112      0.76586      0.02192      0.73479
          120      0.74645     -0.00809      0.73442
          128      0.75442      0.00263      0.73405
          136      0.73891     -0.00598      0.73368
          144      0.74663      0.00334      0.73331
          152      0.71477     -0.00744      0.73294
          160      0.71101      0.00283      0.73257
          168      0.72058     -0.00829      0.73220
          176      0.71284     -0.00377      0.73183
          184      0.70221      0.00545      0.73146
          192      0.72442     -0.00632      0.73109
          200      0.71199     -0.01183      0.73072
          208      0.71233      0.00546      0.73035
          216      0.69669      0.00234      0.72998
          224      0.70667     -0.02474      0.72961
          232      0.71456      0.00828      0.72925
          240      0.73624      0.00497      0.72888
          248      0.70153      0.00896      0.72851
          256      0.70749      0.00193      0.72814
          264      0.71622     -0.00592      0.72778
          272      0.71782     -0.00468      0.72741
          280      0.72141      0.00304      0.72704
          288      0.70477     -0.00890      0.72667
          296      0.74187      0.00938      0.72631
          304      0.71239      0.00963      0.72594
          312      0.73782      0.00083      0.72557
          320      0.72231      0.00463      0.72521
          328      0.74454      0.01253      0.72484
          336      0.70531     -0.00801      0.72448
          344      0.71388     -0.00399      0.72411
          352      0.71112     -0.00108      0.72375
          360      0.71856     -0.00992      0.72338
          368      0.71969     -0.00882      0.72302
          376      0.73244      0.01750      0.72265
          384      0.72020      0.01810      0.72229
          392      0.71667      0.00388      0.72192
          400      0.71668     -0.01111      0.72156
          408      0.69769     -0.01568      0.72119
          416      0.71302      0.01451      0.72083
          424      0.73011      0.01509      0.72047
          432      0.71736      0.00258      0.72010
          440      0.74100      0.02235      0.71974
          448      0.71869      0.00421      0.71938
          456      0.70073      0.01049      0.71901
          464      0.69924      0.00626      0.71865
          472      0.72983     -0.01067      0.71829
          480      0.72077     -0.01276      0.71792
          488      0.69317     -0.00664      0.71756
          496      0.68206     -0.00509      0.71720
          504      0.69728     -0.01555      0.71684
          512      0.72305     -0.00353      0.71648
          520      0.70582     -0.01511      0.71611
          528      0.70330     -0.00293      0.71575
          536      0.71199     -0.00659      0.71539
          544      0.69793      0.00175      0.71503
          552      0.72323     -0.02027      0.71467
          560      0.70684     -0.01847      0.71431
          568      0.71177     -0.00347      0.71395
          576      0.70256     -0.00288      0.71359
          584      0.71638     -0.03203      0.71323
          592      0.72267     -0.00899      0.71287
          600      0.71050     -0.00353      0.71251
          608      0.69575      0.00655      0.71215
          616      0.70184     -0.00280      0.71179
          624      0.71523      0.00730      0.71143
          632      0.70962     -0.00521      0.71107
          640      0.72601     -0.00512      0.71071
          648      0.70038      0.00362      0.71035
          656      0.72101      0.00272      0.71000
          664      0.71623     -0.00220      0.70964
          672      0.72274      0.00610      0.70928
          680      0.69715      0.01526      0.70892
          688      0.70466      0.00550      0.70856
          696      0.72311     -0.00392      0.70821
          704      0.70487     -0.01187      0.70785
          712      0.72657     -0.01311      0.70749
          720      0.71381      0.00358      0.70713
          728      0.72214     -0.00235      0.70678
          736      0.72891      0.00941      0.70642
          744      0.71636      0.00035      0.70606
          752      0.70164     -0.00379      0.70571
          760      0.70136     -0.01220      0.70535
          768      0.72166      0.00947      0.70500
          776      0.71498      0.02122      0.70464
          784      0.70316      0.01738      0.70429
          792      0.71139     -0.00580      0.70393
          800      0.69614     -0.00504      0.70357
          808      0.71492     -0.01210      0.70322
          816      0.69265     -0.00197      0.70286
          824      0.69159     -0.01646      0.70251
          832      0.73042     -0.01370      0.70216
          840      0.71679      0.00649      0.70180
          848      0.72604      0.00954      0.70145
          856      0.70318     -0.00046      0.70109
          864      0.70329      0.00423      0.70074
          872      0.71632      0.01207      0.70039
          880      0.69789     -0.00007      0.70003
          888      0.68854      0.00194      0.69968
          896      0.68932      0.01074      0.69933
          904      0.69944      0.00668      0.69897
          912      0.70982      0.00206      0.69862
          920      0.69635     -0.00101      0.69827
          928      0.69622     -0.00451      0.69792
          936      0.70442     -0.01815      0.69756
          944      0.67786      0.00630      0.69721
          952      0.70625      0.00949      0.69686
          960      0.71186      0.00336      0.69651
          968      0.69827      0.00096      0.69616
          976      0.68990     -0.00768      0.69580
          984      0.71715     -0.00858      0.69545
          992      0.70905      0.00196      0.69510
         1000      0.70059     -0.01353      0.69475
         1008      0.69299     -0.00943      0.69440
         1016      0.69400      0.01154      0.69405
         1024      0.68424      0.00581      0.69370
         1032      0.69201      0.00529      0.69335
         1040      0.67705     -0.00093      0.69300
